Tienda,ID,Producto,Precio,imgUrl
La Comer,107,Jamon extrafino sabori . sabori,167.00,https://www.lacomer.com.mx/superc/img_art/7501518492125_3.jpg
La Comer,108,Jamon york   bernina,83.79,https://www.lacomer.com.mx/superc/img_art/7501040076763_3.jpg
La Comer,109,Kir jamon lunch de pavo lunch de pavo kir,17.75,https://www.lacomer.com.mx/superc/img_art/7501147511358_3.jpg
La Comer,110,Jamon york obertal,248.10,https://www.lacomer.com.mx/superc/img_art/7502004980188_3.jpg
La Comer,111,Jamon americano bernina,292.56,https://www.lacomer.com.mx/superc/img_art/2620191000009_3.jpg
La Comer,112,Jamon virginia de pavo kir,95.90,https://www.lacomer.com.mx/superc/img_art/7501147510160_3.jpg
La Comer,113,Jamon a las finas hierbas de 20 penaranda,89.33,https://www.lacomer.com.mx/superc/img_art/7503001475943_3.jpg
La Comer,114,Jamon aleman    obertal,290.70,https://www.lacomer.com.mx/superc/img_art/7502004980102_3.jpg
La Comer,115,Jamon serrano   bernina,49.23,https://www.lacomer.com.mx/superc/img_art/7501040076732_3.jpg
La Comer,116,Jamon serrano . parma,74.90,https://www.lacomer.com.mx/superc/img_art/7501518491357_3.jpg
La Comer,117,Jamon sabor chorizo lata   spam,59.97,https://www.lacomer.com.mx/superc/img_art/37600158565_3.jpg
La Comer,118,Jamon pavo bernina,221.74,https://www.lacomer.com.mx/superc/img_art/2620190000000_3.jpg
La Comer,119,Jamon virginia de pavo   sabori,137.41,https://www.lacomer.com.mx/superc/img_art/2624603000007_3.jpg
La Comer,120,Jamon de pavo virginia   zwan,31.90,https://www.lacomer.com.mx/superc/img_art/7501057710155_3.jpg
La Comer,121,Jamon de pierna    zwan,43.55,https://www.lacomer.com.mx/superc/img_art/7501057710506_3.jpg
La Comer,122,Jamon virginia zwan,102.90,https://www.lacomer.com.mx/superc/img_art/2622026000000_3.jpg
La Comer,123,Pechuga rellena de jamon y queso del dia    ,44.90,https://www.lacomer.com.mx/superc/img_art/7501100662356_3.jpg
La Comer,124,Jamon americano de pavo   kir,16.71,https://www.lacomer.com.mx/superc/img_art/7501147513284_3.jpg
La Comer,125,Jamon virginia zwan,102.90,https://www.lacomer.com.mx/superc/img_art/7501057710162_3.jpg
La Comer,126,Jamon pavo bernina,221.74,https://www.lacomer.com.mx/superc/img_art/7501703700400_3.jpg
La Comer,127,Jamon virginia de pavo   sabori,137.41,https://www.lacomer.com.mx/superc/img_art/7501518492200_3.jpg
La Comer,128,Jamon virginia de pavo kir,95.90,https://www.lacomer.com.mx/superc/img_art/2623106000002_3.jpg
La Comer,129,Jamon serrano    penaranda,86.67,https://www.lacomer.com.mx/superc/img_art/7503001475592_3.jpg
La Comer,130,Jamon horneado sin sal de 200 g penaranda,89.33,https://www.lacomer.com.mx/superc/img_art/7503001475998_3.jpg
La Comer,131,Jamon serrano pza   bonnacarne,68.57,https://www.lacomer.com.mx/superc/img_art/7502229995080_3.jpg
La Comer,132,Hueso de jamon serrano   camanzo,128.50,https://www.lacomer.com.mx/superc/img_art/2625138000005_3.jpg
La Comer,133,Jamon serrano t / espanol bernina,504.44,https://www.lacomer.com.mx/superc/img_art/7501703700479_3.jpg
La Comer,134,Jamon  gran reserva redondo iglesias   redondo iglesias,293.50,https://www.lacomer.com.mx/superc/img_art/8427919000099_3.jpg
La Comer,135,Jamon york   bernina,298.97,https://www.lacomer.com.mx/superc/img_art/2624350000008_3.jpg
La Comer,136,Verdura con jamon y queso rollos primavera optimroll,59.90,https://www.lacomer.com.mx/superc/img_art/7503019467138_3.jpg
La Comer,137,Jamon tipo york   penaranda,89.33,https://www.lacomer.com.mx/superc/img_art/7502221580086_3.jpg
La Comer,138,Jamon serrano t / espanol bernina,504.44,https://www.lacomer.com.mx/superc/img_art/2620193000007_3.jpg
La Comer,139,Jamon york   bernina,298.97,https://www.lacomer.com.mx/superc/img_art/7501040076688_3.jpg
La Comer,140,Jamon serrano   penaranda,573.32,https://www.lacomer.com.mx/superc/img_art/7503001475257_3.jpg
La Comer,141,Jamon serrano   penaranda,573.32,https://www.lacomer.com.mx/superc/img_art/2623932000009_3.jpg
La Comer,142,Jamon serrano selecto . parma,532.90,https://www.lacomer.com.mx/superc/img_art/2622207000003_3.jpg
La Comer,143,Hueso de jamon serrano   camanzo,128.50,https://www.lacomer.com.mx/superc/img_art/7502272530405_3.jpg
La Comer,144,Jamon serrano selecto . parma,532.90,https://www.lacomer.com.mx/superc/img_art/7501518491203_3.jpg
La Comer,145,Jamon serrano espanol gourmet   tangamanga,598.42,https://www.lacomer.com.mx/superc/img_art/2624530000002_3.jpg
La Comer,146,Jamon de pierna balance a granel   san rafael,222.62,https://www.lacomer.com.mx/superc/img_art/7501040000393_3.jpg
La Comer,147,Jamon de pavo virginia   fud,34.71,https://www.lacomer.com.mx/superc/img_art/7501040005831_3.jpg
La Comer,148,Jamon serrano espanol gourmet   tangamanga,598.42,https://www.lacomer.com.mx/superc/img_art/7501576252303_3.jpg
La Comer,149,Jamon real de pavo san rafael   san rafael,211.20,https://www.lacomer.com.mx/superc/img_art/7501040000249_3.jpg
La Comer,150,Jamon pierna liston azul tangamanga,198.05,https://www.lacomer.com.mx/superc/img_art/2621919000004_3.jpg
La Comer,151,Jamon pierna liston azul tangamanga,198.05,https://www.lacomer.com.mx/superc/img_art/7501576200205_3.jpg
La Comer,152,Jamon pierna zwan,159.09,https://www.lacomer.com.mx/superc/img_art/7501057710124_3.jpg
La Comer,153,Jamon pierna zwan,159.09,https://www.lacomer.com.mx/superc/img_art/2622023000003_3.jpg
La Comer,154,Jamon real de pavo san rafael   san rafael,211.20,https://www.lacomer.com.mx/superc/img_art/2622880000000_3.jpg
La Comer,155,Jamon york fud,190.74,https://www.lacomer.com.mx/superc/img_art/7501040001178_3.jpg
La Comer,156,Jamon york fud,190.74,https://www.lacomer.com.mx/superc/img_art/2620852000003_3.jpg
La Comer,157,Jamon de pavo natural zwan 1 kg   zwan,173.90,https://www.lacomer.com.mx/superc/img_art/2623273000003_3.jpg
La Comer,158,Jamon pierna real san rafael,180.25,https://www.lacomer.com.mx/superc/img_art/7501040009211_3.jpg
La Comer,159,Jamon virginia de pavo a granel fud . fud,103.96,https://www.lacomer.com.mx/superc/img_art/2620853000002_3.jpg
La Comer,160,Jamon pierna real san rafael,180.25,https://www.lacomer.com.mx/superc/img_art/2621769000001_3.jpg
La Comer,161,Jamon virginia de pavo a granel fud . fud,103.96,https://www.lacomer.com.mx/superc/img_art/7501040005824_3.jpg
Chedraui,0,Crepa de Jamon de Pavo con Queso Philade,39.00,http://www.chedraui.com.mx/media/catalog/product/cache/6/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/2/3/2354784_00.jpg
Chedraui,1,Crepa de Jamon de Pavo con Queso Mancheg,39.00,http://www.chedraui.com.mx/media/catalog/product/cache/6/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/2/3/2354785_00.jpg
Chedraui,2,Jamon Fud Virginia Pierna Kg,149.00,http://www.chedraui.com.mx/media/catalog/product/cache/6/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750104000209_00.jpg
Chedraui,3,Pechuga Relle Del Dia Jamon Queso 490 Gr,39.90,http://www.chedraui.com.mx/media/catalog/product/cache/6/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750110066235_00.jpg
Chedraui,4,Jamon Kir Lunch Pavo Kg,76.00,http://www.chedraui.com.mx/media/catalog/product/cache/6/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750114751072_00.jpg
Chedraui,5,Jamon Kir Americano 180 Gr,18.90,http://www.chedraui.com.mx/media/catalog/product/cache/6/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750114751329_00.jpg
Chedraui,6,Jamon Kir Lunch,81.00,http://www.chedraui.com.mx/media/catalog/product/cache/6/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750114751576_00.jpg
Chedraui,7,Jamon Kir Virginia Mixto Kg,107.50,http://www.chedraui.com.mx/media/catalog/product/cache/6/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750114751927_00.jpg
Chedraui,8,Jamon Riojano Serrano Kg,556.00,http://www.chedraui.com.mx/media/catalog/product/cache/6/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750142830109_00.jpg
Chedraui,9,Jamon Riojano Serrano 100 Gr,70.00,http://www.chedraui.com.mx/media/catalog/product/cache/6/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750142830110_00.jpg
Chedraui,10,Jamon Don Fer Americano 180 Gr,11.00,http://www.chedraui.com.mx/media/catalog/product/cache/6/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750142830114_00.jpg
Chedraui,11,Jamon Parma Premium Serrano 120 Gr,94.00,http://www.chedraui.com.mx/media/catalog/product/cache/6/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750151849136_00.jpg
Chedraui,12,Aceituna Serpis 300gr Con jamon Iberico,38.90,http://www.chedraui.com.mx/media/catalog/product/cache/6/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/8/4/841034490008_00.jpg
Chedraui,13,Lonchado 5 Js Jamon Iberico 80 Gr,482.00,http://www.chedraui.com.mx/media/catalog/product/cache/6/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/8/4/841046800137_00.jpg
Chedraui,14,Pate De Jamon Iberico Novelda 110 Gr,38.00,http://www.chedraui.com.mx/media/catalog/product/cache/6/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/8/4/841105500244_00.jpg
Chedraui,15,Pate Louriño Higado Cerdo D Jamon 125Gr,28.00,http://www.chedraui.com.mx/media/catalog/product/cache/6/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/8/4/841176950005_1.jpg
Chedraui,16,Bagel de Jamon York Peñaranda,46.00,http://www.chedraui.com.mx/media/catalog/product/cache/6/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/placeholder/default/sin_imagen_1.png
Chedraui,17,1/2 Sandwich 7 Granos de Jamon de Pierna,34.90,http://www.chedraui.com.mx/media/catalog/product/cache/6/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/placeholder/default/sin_imagen_1.png
Chedraui,18,Bagel de Jamon York,44.90,http://www.chedraui.com.mx/media/catalog/product/cache/6/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/2/3/2354698_00.jpg
Chedraui,19,Jamon Don Fer Virginia De Pavo 180 Gr,13.00,http://www.chedraui.com.mx/media/catalog/product/cache/6/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750142830115_00.jpg
Chedraui,20,"Pap Gerb Sald E2 170gr, Jamón verduras",13.80,http://www.chedraui.com.mx/media/catalog/product/cache/6/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750100090626_00.jpg
Chedraui,21,Pechuga Fud Jamón/Qso 650 Gr,66.50,http://www.chedraui.com.mx/media/catalog/product/cache/6/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750104004605_00.jpg
Chedraui,22,Pechuga Tyson Jamón/Qso 750 Gr,115.00,http://www.chedraui.com.mx/media/catalog/product/cache/6/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750110066364_00.jpg
Chedraui,23,Jamon Kir Americano Pavo 180 Gr,18.90,http://www.chedraui.com.mx/media/catalog/product/cache/6/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750114751328_00.jpg
Chedraui,24,"Papa Sab Gour150gr, Jamón serrano",35.80,http://www.chedraui.com.mx/media/catalog/product/cache/6/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750101113130_00.jpg
Chedraui,25,Jam B.Osborne Ibérico Bellota 75 Gr,289.00,http://www.chedraui.com.mx/media/catalog/product/cache/6/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/8/4/842554516511_00.jpg
Chedraui,26,Rollito Jamón/Queso Feite,6.50,http://www.chedraui.com.mx/media/catalog/product/cache/6/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/2/3/2356021_00.jpg
Chedraui,27,Jamón Sabori Virginia De Pierna  Kg,112.00,http://www.chedraui.com.mx/media/catalog/product/cache/6/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750151849214_00.jpg
Chedraui,28,Spam Lite Eua 340,66.70,http://www.chedraui.com.mx/media/catalog/product/cache/6/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/3/7/3760040070_00.jpg
Chedraui,29,Rollito Jamon/Queso,6.50,http://www.chedraui.com.mx/media/catalog/product/cache/6/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/2/3/2350680_00.jpg
Chedraui,30,Torta de Jamon pz,14.90,http://www.chedraui.com.mx/media/catalog/product/cache/6/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/2/3/2351552_00.jpg
Chedraui,31,Jamon Daniele Prosciutto 100 Gr,94.00,http://www.chedraui.com.mx/media/catalog/product/cache/6/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/3/73643685115_00.jpg
Chedraui,32,Jamon Fud Pavo Americano Kg,104.00,http://www.chedraui.com.mx/media/catalog/product/cache/6/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750104000020_00.jpg
Chedraui,33,Jamon San Rafael Real Pavo Kg,200.00,http://www.chedraui.com.mx/media/catalog/product/cache/6/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750104000024_00.jpg
Chedraui,34,Jamon San Rafael Real Pavo 300 Gr,54.00,http://www.chedraui.com.mx/media/catalog/product/cache/6/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750104000030_7
Chedraui,35,Jamon San Rafael Pierna Kg,172.00,http://www.chedraui.com.mx/media/catalog/product/cache/6/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750104000039_00.jpg
Chedraui,36,Jamon San Rafael Pavo Virginia Kg,134.00,http://www.chedraui.com.mx/media/catalog/product/cache/6/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750104000098_00.jpg
Chedraui,37,Jamon Chimex Cocido Kg,82.90,http://www.chedraui.com.mx/media/catalog/product/cache/6/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750104000103_00.jpg
Chedraui,38,Jamon Fud Virginia Kg,102.00,http://www.chedraui.com.mx/media/catalog/product/cache/6/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750104000115_7
Chedraui,39,Jamon Fud York Kg,176.00,http://www.chedraui.com.mx/media/catalog/product/cache/6/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750104000117_00.jpg
Chedraui,40,Jamon Chimex Clásico Pavo Kg,72.00,http://www.chedraui.com.mx/media/catalog/product/cache/6/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750104000166_00.jpg
Chedraui,41,Jamon Fud Virginia De Pierna 250 Gr,45.00,http://www.chedraui.com.mx/media/catalog/product/cache/6/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750104000191_00.jpg
Chedraui,42,Jamon San Rafael Pavo 250 Gr,60.00,http://www.chedraui.com.mx/media/catalog/product/cache/6/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750104000323_00.jpg
Chedraui,43,Jamon Virginia Fud 290 Gr,42.00,http://www.chedraui.com.mx/media/catalog/product/cache/6/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750104000474_00.jpg
Chedraui,44,Jamon San Rafael Pierna 300 Gr,54.00,http://www.chedraui.com.mx/media/catalog/product/cache/6/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750104000489_00.jpg
Chedraui,45,Jamon Fud Pavo Virginia Kg,100.00,http://www.chedraui.com.mx/media/catalog/product/cache/6/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750104000582_00.jpg
Chedraui,46,Jamon San Rafael Pierna Real Kg,166.00,http://www.chedraui.com.mx/media/catalog/product/cache/6/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750104000921_00.jpg
Chedraui,47,Jamon Bernina York Kkg,276.00,http://www.chedraui.com.mx/media/catalog/product/cache/6/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750104007668_00.jpg
Chedraui,48,Jamon Botichelli Serrano 100 Gr,49.40,http://www.chedraui.com.mx/media/catalog/product/cache/6/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750105760152_00.jpg
Chedraui,49,Jamon Zwan Pierna Kg,159.00,http://www.chedraui.com.mx/media/catalog/product/cache/6/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750105771012_00.jpg
Chedraui,50,Jamon Zwan Virginia De Pavo 250 Gr,33.00,http://www.chedraui.com.mx/media/catalog/product/cache/6/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750105771015_00.jpg
Chedraui,51,Jamon Zwan Pavo Virginia Kg,102.00,http://www.chedraui.com.mx/media/catalog/product/cache/6/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750105771036_00.jpg
Chedraui,52,Jamon Zwan Pierna 250 Gr,45.00,http://www.chedraui.com.mx/media/catalog/product/cache/6/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750105771050_00.jpg
Chedraui,53,Jamon Kir Pavo Virginia Kg,97.00,http://www.chedraui.com.mx/media/catalog/product/cache/6/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750114751016_07.jpg
Chedraui,54,Jamon Kir Americano De Pavo Kg,88.00,http://www.chedraui.com.mx/media/catalog/product/cache/6/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750114751932_00.jpg
Chedraui,55,Jamon Kir Virginia 250 Gr,31.90,http://www.chedraui.com.mx/media/catalog/product/cache/6/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750114753519_00.jpg
Chedraui,56,Jamon Alpino Pierna Kg,128.80,http://www.chedraui.com.mx/media/catalog/product/cache/6/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750132570245_00.jpg
Chedraui,57,Jamon Alpino Napoles Kg,79.00,http://www.chedraui.com.mx/media/catalog/product/cache/6/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750132570300_00.jpg
Chedraui,58,Jamon San Rafael Serrano 100 Gr,46.00,http://www.chedraui.com.mx/media/catalog/product/cache/6/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/7501439_00.jpg
Chedraui,59,Jamon Bafar York Kg,124.00,http://www.chedraui.com.mx/media/catalog/product/cache/6/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750151846030_00.jpg
Chedraui,60,Jamon Bafar Pavo Virginia Kg,90.00,http://www.chedraui.com.mx/media/catalog/product/cache/6/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750151846042_00.jpg
Chedraui,61,Jamon Bafar Virginia 200 Gr,29.00,http://www.chedraui.com.mx/media/catalog/product/cache/6/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750151846315_00.jpg
Chedraui,62,Jamon Parma Selecto Serrano Kg,500.00,http://www.chedraui.com.mx/media/catalog/product/cache/6/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750151849120_00.jpg
Chedraui,63,Jamon Sabori Pierna Extrafina Kg,144.00,http://www.chedraui.com.mx/media/catalog/product/cache/6/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750151849212_00.jpg
Chedraui,64,Jamon Sabori Pavo Natural Kg,153.00,http://www.chedraui.com.mx/media/catalog/product/cache/6/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750151849218_00.jpg
Chedraui,65,Jamon Sabori Virginia De Pavo kg,80.00,http://www.chedraui.com.mx/media/catalog/product/cache/6/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750151849220_00.jpg
Chedraui,66,Jamon Campestre Pierna Kg,128.00,http://www.chedraui.com.mx/media/catalog/product/cache/6/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750151849310_00.jpg
Chedraui,67,Jamon Tangamanga Liston Azul,202.00,http://www.chedraui.com.mx/media/catalog/product/cache/6/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750157620020_7
Chedraui,68,Jamon Tangamanga Serrano Kg,552.00,http://www.chedraui.com.mx/media/catalog/product/cache/6/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750157625230_00.jpg
Chedraui,69,Jamon Bernina Americano Kg,282.00,http://www.chedraui.com.mx/media/catalog/product/cache/6/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750170370041_00.jpg
Chedraui,70,Jamon Bernina Holandes,284.00,http://www.chedraui.com.mx/media/catalog/product/cache/6/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750170370042_00.jpg
Chedraui,71,Jamon Bernina Serrano Kg,482.00,http://www.chedraui.com.mx/media/catalog/product/cache/6/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750170370047_00.jpg
Chedraui,72,Jamon Peñaranda York Kg,272.00,http://www.chedraui.com.mx/media/catalog/product/cache/6/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750300147533_00.jpg
Chedraui,73,Pate Jamon Serrano Novelda 110 Gr,38.00,http://www.chedraui.com.mx/media/catalog/product/cache/6/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/8/4/841105500245_00.jpg
Chedraui,74,Jamon Real Serrano Iberico 100 Gr,38.00,http://www.chedraui.com.mx/media/catalog/product/cache/6/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/8/4/842151124586_00.jpg
Chedraui,75,Jamon Iglesias Redondo Serrano 100 Gr,92.50,http://www.chedraui.com.mx/media/catalog/product/cache/6/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/8/4/842791900000_00.jpg
Chedraui,76,1/2 Baguettin de Jamon con Queso,29.90,http://www.chedraui.com.mx/media/catalog/product/cache/6/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/2/3/2354701_00.jpg
Chedraui,77,Jamon Bernina Serrano 85 Gr,46.00,http://www.chedraui.com.mx/media/catalog/product/cache/6/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750104007673_00.jpg
Chedraui,78,Jamon Bernina York 250 Gr,82.00,http://www.chedraui.com.mx/media/catalog/product/cache/6/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750104007675_00.jpg
Chedraui,79,Jamon Tangamanga Pavo Kg,224.00,http://www.chedraui.com.mx/media/catalog/product/cache/6/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750157620150_00.jpg
Chedraui,80,Jamon Hanseatik Jabugo 1 Pata Negr 80 Gr,427.00,http://www.chedraui.com.mx/media/catalog/product/cache/6/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750201102288_00.jpg
Chedraui,81,Jamon Peñaranda Serrano Kg,544.00,http://www.chedraui.com.mx/media/catalog/product/cache/6/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750300147525_00.jpg
Chedraui,82,Jamon Sabio Serrano Orgánico 100 Gr,180.00,http://www.chedraui.com.mx/media/catalog/product/cache/6/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750301758002_07.jpg
Chedraui,83,Jamon Sabio Cocido Orgánico 200 Gr,103.00,http://www.chedraui.com.mx/media/catalog/product/cache/6/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750301758025_00.jpg
Chedraui,84,Jamon Serrano Plata Bellota 150 Gr,275.00,http://www.chedraui.com.mx/media/catalog/product/cache/6/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/8/4/841097305749_00.jpg
Chedraui,85,Jamon Premium Iberico Bellota 100 Gr,467.00,http://www.chedraui.com.mx/media/catalog/product/cache/6/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/8/4/842535898745_00.jpg
Chedraui,86,Jamon Iglesias Iber Redon Madurado,198.70,http://www.chedraui.com.mx/media/catalog/product/cache/6/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/8/4/842791900007_00.jpg
Chedraui,87,Jamon Don Ibérico De Recebo 100 Gr,346.00,http://www.chedraui.com.mx/media/catalog/product/cache/6/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/8/4/843700146652_00.jpg
Chedraui,88,Jamon Argal Serrano 90 Gr,62.65,http://www.chedraui.com.mx/media/catalog/product/cache/6/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/8/4/841076401402_00.jpg
Chedraui,89,Jamon Kir Pavo Lunch 220 Gr,15.50,http://www.chedraui.com.mx/media/catalog/product/cache/6/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750114751135_00.jpg
Chedraui,90,Jamon Bertín Osborne Serrano Reserva 80,64.00,http://www.chedraui.com.mx/media/catalog/product/cache/6/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/8/4/842554511316_00.jpg
Chedraui,91,Jamon Carneli Americano Pavo 170 Gr,17.00,http://www.chedraui.com.mx/media/catalog/product/cache/6/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750105760140_00.jpg
Chedraui,92,Jamon Coren Madurado Natural 100 gr,75.50,http://www.chedraui.com.mx/media/catalog/product/cache/6/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/8/4/841176918045_07.jpg
Chedraui,93,Jamon Oscar Mayer Cocido 340 Gr,94.00,http://www.chedraui.com.mx/media/catalog/product/cache/6/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/4/4/4470006632_00.jpg
Chedraui,94,Jamon Fud Americano Kg,90.00,http://www.chedraui.com.mx/media/catalog/product/cache/6/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750104000108_00.jpg
Chedraui,95,Jamon Chimex Pavo Cocido Kg,82.00,http://www.chedraui.com.mx/media/catalog/product/cache/6/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750104000140_00.jpg
Chedraui,96,Jamon Fud Pavo Virginia 290 Gr,31.90,http://www.chedraui.com.mx/media/catalog/product/cache/6/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750104000583_00.jpg
Chedraui,97,Jamon Tangamanga Serrano Esp 100 Gr,70.00,http://www.chedraui.com.mx/media/catalog/product/cache/6/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750104005196_00.jpg
Chedraui,98,Jamon Zwan Virginia Kg,106.00,http://www.chedraui.com.mx/media/catalog/product/cache/6/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750105771016_00.jpg
Chedraui,99,Jamon Alpino Pavo Kg,76.00,http://www.chedraui.com.mx/media/catalog/product/cache/6/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750132570309_00.jpg
Chedraui,100,Jamon Parma Serrano 100 Gr,72.00,http://www.chedraui.com.mx/media/catalog/product/cache/6/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750151849135_00.jpg
Chedraui,101,Jamon Parma Serrano Charola 150 Gr,94.00,http://www.chedraui.com.mx/media/catalog/product/cache/6/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750151849165_00.jpg
Chedraui,102,Jamon Campestre Virginia Kg,107.00,http://www.chedraui.com.mx/media/catalog/product/cache/6/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750151849313_00.jpg
